_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
95,A0996158,RAYNA,CAT,WHITE,TABBY-ORG,DOMESTIC SH,SPAYED,2016-05-02T00:00:00,9 YEARS,2024-11-27T00:00:00,MED R,OWNER SUR,,,2024-12-08T00:00:00,ADOPTION,,MED R,,SANTA CLARA,2024-12-08T00:00:00
96,A0997157,BUSTER,DOG,BLACK,BROWN,GERM SHEPHERD,NEUTERED,2015-06-26T00:00:00,9 YEARS,2024-08-31T00:00:00,DEAD,DISPO REQ,OTC,,2024-11-18T00:00:00,DISPOSAL,,DEAD,0 BLOCK N WHITE RD,COUNTY,2024-11-18T00:00:00
97,A0998105,BUBBA,DOG,BLACK,WHITE,LABRADOR RETR,NEUTERED,2015-06-29T00:00:00,9 YEARS,2024-11-25T00:00:00,BEH U,CONFISCATE,ASO,,2024-12-12T00:00:00,EUTH,,BEH U,,SAN JOSE,2024-12-12T00:00:00
98,A0998157,IVY,DOG,BROWN,,POMERANIAN,FEMALE,2012-04-02T00:00:00,12 YEARS,2024-12-01T00:00:00,DEAD,DISPO REQ,OTC OWNED,,2024-12-01T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-12-01T00:00:00
99,A1002463,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-10-10T00:00:00,MED EMERG,STRAY,MEDVET,,2024-10-10T00:00:00,EUTH,,MED EMERG,STORY RD AND ROBERTS AVE,SAN JOSE,2024-10-11T00:00:00
100,A1003410,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-21T00:00:00,DEAD,DISPO REQ,FIELD,,2024-07-21T00:00:00,DISPOSAL,,DEAD,N TEMPLE X ADAMS,MILPITAS,2024-07-21T00:00:00
101,A1003788,SAMANTHA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2015-08-13T00:00:00,9 YEARS,2024-07-01T00:00:00,HEALTHY,OWNER SUR,OTC,ALLERGIC,2024-07-05T00:00:00,ADOPTION,,,,SAN JOSE,2024-07-05T00:00:00
102,A1004460,,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-29T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-29T00:00:00,DISPOSAL,,DEAD,SUMMERFIELD DR,SAN JOSE,2024-09-29T00:00:00
103,A1008582,,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2024-11-29T00:00:00,MED EMERG,STRAY,OTC,,2024-11-29T00:00:00,EUTH,,MED EMERG,N 5TH ST/E EMPIRE ST,SAN JOSE,2024-11-29T00:00:00
104,A1009667,PEGGY,DOG,WHITE,,MALTESE,SPAYED,2016-03-27T00:00:00,9 YEARS,2024-08-19T00:00:00,HEALTHY,STRAY,OTC,,2024-08-19T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-08-19T00:00:00
105,A1011236,MONKEY,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2016-05-26T00:00:00,8 YEARS,2024-10-10T00:00:00,DEAD,DISPO REQ,OTC,,2024-12-07T00:00:00,DISPOSAL,,DEAD,"1100 BLOCK GAINSVILLE AVE, SAN JOSE CA 95122",SAN JOSE,2024-12-07T00:00:00
106,A1012989,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-18T00:00:00,MED SEV,STRAY,OTC,,2024-11-18T00:00:00,EUTH,,MED SEV,UMBARGER RD/AIELLO DR,SAN JOSE,2024-11-18T00:00:00
107,A1013073,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-10-09T00:00:00,MED R,STRAY,OTC,,2024-10-09T00:00:00,RTO,,MED R,CHOPIN AVE X OTHELLO AVE,SAN JOSE,2024-10-09T00:00:00
108,A1014983,WINNIE,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-10-09T00:00:00,MED R,STRAY,MEDVET,,2024-10-12T00:00:00,RTO,,MED R,2000 BLOCK OF EMORY ST,SAN JOSE,2024-10-12T00:00:00
109,A1014984,LUKA,DOG,WHITE,WHITE,CHINESE CRESTED,NEUTERED,2014-11-07T00:00:00,10 YEARS,2024-10-08T00:00:00,HEALTHY,FOSTER,,,2024-10-09T00:00:00,RESCUE,,HEALTHY,HEARTHSTONE DR / SARABAND WAY,SAN JOSE,2025-03-13T00:00:00
110,A1014984,LUKA,DOG,WHITE,WHITE,CHINESE CRESTED,NEUTERED,2014-11-07T00:00:00,10 YEARS,2024-10-02T00:00:00,HEALTHY,OWNER SUR,OTC,,2024-10-02T00:00:00,FOSTER,,HEALTHY,,SAN JOSE,2024-10-07T00:00:00
111,A1024758,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-11-26T00:00:00,DEAD,DISPO REQ,OTC,,2024-11-26T00:00:00,DISPOSAL,,DEAD,SILVERTIP CT / BLUE SPRUCE WAY,MILPITAS,2024-11-26T00:00:00
112,A1025208,SWEET HEART,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2012-05-14T00:00:00,13 YEARS,2024-10-31T00:00:00,MED R,STRAY,OTC,IP ADOPT,2024-11-07T00:00:00,RTF,,FERAL,LA RODA DR,CUPERTINO,2024-11-07T00:00:00
113,A1025310,BETTY,CAT,GRAY,,DOMESTIC SH,SPAYED,2016-02-16T00:00:00,9 YEARS,2024-08-23T00:00:00,HEALTHY,OWNER SUR,OTC,AGG PEOPLE,2024-09-27T00:00:00,ADOPTION,,,,SAN JOSE,2024-09-27T00:00:00
114,A1025476,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-08-08T00:00:00,MED SEV,STRAY,OTC,,2024-08-15T00:00:00,RTF,,FERAL,CAPE MARY PL X PORT WAY,SAN JOSE,2024-08-15T00:00:00
115,A1027471,GUNNER,DOG,BLACK,WHITE,PATTERDALE TERR,NEUTERED,2013-09-07T00:00:00,11 YEARS,2024-07-06T00:00:00,MED R,STRAY,OTC,,2024-07-09T00:00:00,RTO,,,CAPITOL/QUIMBY,SAN JOSE,2024-07-09T00:00:00
116,A1032955,DOROTHY,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2015-05-03T00:00:00,10 YEARS,2024-11-26T00:00:00,HEALTHY,CONFISCATE,HOSPITAL,,2024-11-27T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-11-27T00:00:00
117,A1032955,DOROTHY,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2015-05-03T00:00:00,10 YEARS,2024-12-03T00:00:00,HEALTHY,CONFISCATE,HOSPITAL,,2024-12-03T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-12-03T00:00:00
118,A1033740,LUCKY,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2016-07-01T00:00:00,8 YEARS,2024-07-11T00:00:00,HEALTHY,STRAY,OTC,,2024-07-18T00:00:00,TRANSFER,,HEALTHY,AMADOR DR/TALLAHASSE DR,SAN JOSE,2024-07-18T00:00:00
119,A1034900,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-20T00:00:00,MED SEV,STRAY,OTC,,2024-08-23T00:00:00,DIED,,MED SEV,HAGA DR,SAN JOSE,2024-08-23T00:00:00
120,A1034926,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-04T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-04T00:00:00,DISPOSAL,,DEAD,BANNER CT X BANNER DR,SAN JOSE,2024-09-04T00:00:00
121,A1036738,ANGIE,DOG,BLACK,WHITE,AMERICAN STAFF,SPAYED,2016-05-16T00:00:00,9 YEARS,2024-09-20T00:00:00,HEALTHY,STRAY,OTC,,,,,,TULLY RD / KING RD,SAN JOSE,2025-04-23T00:00:00
122,A1037561,TEEMO,DOG,TRICOLOR,,GERM SHEPHERD,NEUTERED,2016-05-18T00:00:00,8 YEARS,2024-07-23T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-23T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-07-23T00:00:00
123,A1041400,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2017-09-18T00:00:00,7 YEARS,2024-08-08T00:00:00,MED R,STRAY,OTC,,2024-08-17T00:00:00,RTF,,MED R,TROVATA CT,SAN JOSE,2024-08-17T00:00:00
124,A1043332,LOGAN,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2018-05-20T00:00:00,7 YEARS,2024-08-27T00:00:00,HEALTHY,STRAY,OTC,,2024-09-07T00:00:00,ADOPTION,,,EASTRIDGE LOOP,SAN JOSE,2024-09-07T00:00:00
125,A1043332,LOGAN,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2018-05-20T00:00:00,7 YEARS,2024-11-02T00:00:00,HEALTHY,FOSTER,,,2024-11-02T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-02T00:00:00
126,A1043332,LOGAN,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,2018-05-20T00:00:00,7 YEARS,2024-10-04T00:00:00,HEALTHY,RETURN,OTC,,2024-10-05T00:00:00,FOSTER,,HEALTHY,,SAN JOSE,2024-10-31T00:00:00
127,A1046731,SUKI,DOG,WHITE,,MALTESE,SPAYED,2014-01-25T00:00:00,10 YEARS,2024-07-15T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-15T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-07-15T00:00:00
128,A1046823,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2016-09-18T00:00:00,8 YEARS,2024-08-22T00:00:00,MED R,STRAY,OTC,,2024-08-30T00:00:00,RTF,,MED R,HERVEY LN,SAN JOSE,2024-08-30T00:00:00
129,A1047130,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-13T00:00:00,DEAD,DISPO REQ,FIELD,,2024-11-13T00:00:00,DISPOSAL,,DEAD,MARYLINN X N ABEL,MILPITAS,2024-11-13T00:00:00
130,A1049251,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-26T00:00:00,MED SEV,STRAY,OTC,,2024-08-26T00:00:00,EUTH,,MED SEV,DORRIE AVE X MELBOURNE BLVD,SAN JOSE,2024-08-26T00:00:00
131,A1049694,MAMA,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2016-11-15T00:00:00,7 YEARS,2024-09-25T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-26T00:00:00,DISPOSAL,,DEAD,2400 BLOCK OLD RIDGE CT X BATTAGLIA CIR,SAN JOSE,2024-09-26T00:00:00
132,A1050698,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-11-07T00:00:00,MED SEV,STRAY,OTC,,2024-11-07T00:00:00,EUTH,,MED SEV,200 BLOCK MARTI WAY / BLUE FIELD DR,SAN JOSE,2024-11-07T00:00:00
133,A1052204,BETSY,DOG,WHITE,BROWN,CHIHUAHUA SH,SPAYED,2015-06-02T00:00:00,9 YEARS,2024-12-12T00:00:00,HEALTHY,STRAY,FOUND,,2025-01-13T00:00:00,FOUND ANIM,,HEALTHY,ESCUELA PKWY X CIROLERO ST,MILPITAS,2025-03-11T00:00:00
134,A1055658,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-08T00:00:00,MED SEV,STRAY,OTC,,2024-07-08T00:00:00,RTF,,MED R,GLENGROVE WAY X GLENGARRY DR,SAN JOSE,2024-07-08T00:00:00
135,A1057797,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-29T00:00:00,DEAD,DISPO REQ,OTC,,2024-11-29T00:00:00,DISPOSAL,,DEAD,ABELIA CT,SAN JOSE,2024-11-29T00:00:00
136,A1061363,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-31T00:00:00,MED R,STRAY,OTC,,2024-09-22T00:00:00,RTF,,HEALTHY,PETTIGREW X NIEMEN BLVD,SAN JOSE,2024-09-22T00:00:00
137,A1061471,SADIE,DOG,WHITE,BROWN,PARSON RUSS TER,FEMALE,2016-12-03T00:00:00,8 YEARS,2024-10-15T00:00:00,MED R,OWNER SUR,FIELD,,2024-10-22T00:00:00,RESCUE,,MED R,,MILPITAS,2024-10-24T00:00:00
138,A1061473,ABE,DOG,BLACK,,LABRADOR RETR,MALE,2016-12-03T00:00:00,8 YEARS,2024-10-09T00:00:00,MED R,OWNER SUR,FIELD,,2024-11-25T00:00:00,RESCUE,,MED R,,MILPITAS,2024-11-25T00:00:00
139,A1061528,,CAT,TABBY-BRN,,DOMESTIC MH,SPAYED,,NO AGE,2024-08-22T00:00:00,DEAD,DISPO REQ,OTC,,2024-08-22T00:00:00,DISPOSAL,,DEAD,1600 BLOCK HERMOCILLA WAY X S KING RD,SAN JOSE,2024-08-22T00:00:00
140,A1061833,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-10-14T00:00:00,DEAD,DISPO REQ,OTC,,2024-10-15T00:00:00,DISPOSAL,,DEAD,MILPITAS BLVD X YOSEMITE DR,MILPITAS,2024-10-15T00:00:00
141,A1062344,GRIFFEY,DOG,BLACK,WHITE,BOSTON TERRIER,MALE,2014-06-29T00:00:00,10 YEARS,2024-07-24T00:00:00,HEALTHY,STRAY,OTC,,2024-07-25T00:00:00,RTO,,HEALTHY,QUITO RD X DEVON AVE,SARATOGA,2024-07-25T00:00:00
142,A1066796,COOKIE,DOG,WHITE,BLACK,ENG BULLDOG,FEMALE,,NO AGE,2024-10-06T00:00:00,DEAD,DISPO REQ,OTC,,2024-10-06T00:00:00,DISPOSAL,,DEAD,WILLOWHAVEN DR,SAN JOSE,2024-10-06T00:00:00
143,A1068193,LANI,DOG,WHITE,BROWN,PIT BULL,SPAYED,2016-11-11T00:00:00,8 YEARS,2024-07-15T00:00:00,MED R,STRAY,OTC,,2024-07-15T00:00:00,RTO,,MED R,PUCCINI AVE/RIGELETTO DR,SAN JOSE,2024-07-21T00:00:00
144,A1069371,TUCKER,DOG,TAN,WHITE,FOX TERR WIRE,NEUTERED,2017-09-07T00:00:00,7 YEARS,2024-07-15T00:00:00,HEALTHY,STRAY,FOUND,,2024-07-23T00:00:00,FOUND ANIM,,HEALTHY,WESTGATE/HUSTED AVE,SAN JOSE,2025-03-08T00:00:00
145,A1069371,TUCKER,DOG,TAN,WHITE,FOX TERR WIRE,NEUTERED,2017-09-07T00:00:00,7 YEARS,2024-07-23T00:00:00,HEALTHY,STRAY,OTC,,2024-08-10T00:00:00,ADOPTION,,HEALTHY,WESTGATE/HUSTED AVE,SAN JOSE,2024-08-10T00:00:00
146,A1075388,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-30T00:00:00,MED SEV,STRAY,MEDVET,,2024-07-30T00:00:00,EUTH,,MED SEV,400 BLOCK EZIE ST,SAN JOSE,2024-07-30T00:00:00
147,A1076321,FIFI,DOG,UNKNOWN,,0,FEMALE,2018-02-14T00:00:00,7 YEARS,2024-11-26T00:00:00,DEAD,DISPO REQ,OTC,,2024-11-26T00:00:00,DISPOSAL,,DEAD,EBANO CT,SAN JOSE,2024-11-26T00:00:00
148,A1080122,ROZALEENA,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2018-10-17T00:00:00,6 YEARS,2024-10-15T00:00:00,HEALTHY,STRAY,MEDVET,,2024-10-15T00:00:00,RTO,,HEALTHY,ZANKER AND TRIMBLE,SAN JOSE,2024-10-15T00:00:00
149,A1081460,TOBBY,DOG,BLACK,,LABRADOR RETR,NEUTERED,2016-08-09T00:00:00,8 YEARS,2024-11-22T00:00:00,HEALTHY,STRAY,OTC,,2025-01-02T00:00:00,RESCUE,,HEALTHY,MCLAUGHLIN AVE/STORY RD,SAN JOSE,2025-01-02T00:00:00
150,A1081750,ZOOEY,DOG,GRAY,WHITE,SIBERIAN HUSKY,SPAYED,2013-04-04T00:00:00,12 YEARS,2024-08-23T00:00:00,HEALTHY,CONFISCATE,ASO,,2024-09-04T00:00:00,RTO,,HEALTHY,,MILPITAS,2024-09-04T00:00:00
151,A1085227,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-10-20T00:00:00,MED SEV,STRAY,OTC,,2024-10-20T00:00:00,EUTH,,MED SEV,KAMMERER AVE/S KING RD,SAN JOSE,2024-10-28T00:00:00
152,A1089356,GOLD,DOG,TAN,WHITE,STAFFORDSHIRE,NEUTERED,2016-06-25T00:00:00,8 YEARS,2024-09-30T00:00:00,HEALTHY,STRAY,FIELD,,2024-10-01T00:00:00,RTO,,HEALTHY,E WILLIAM ST & 19TH ST,SAN JOSE,2024-10-01T00:00:00
153,A1091805,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-30T00:00:00,DEAD,DISPO REQ,MEDVET,,2024-07-30T00:00:00,DISPOSAL,,DEAD,100 BLOCK AUTUMN ST,SAN JOSE,2024-07-30T00:00:00
154,A1092641,GIRL,DOG,WHITE,LIVER,GERM SH POINT,SPAYED,2008-06-20T00:00:00,16 YEARS,2024-11-08T00:00:00,DEAD,DISPO REQ,OTC,,2025-03-02T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2025-03-02T00:00:00
155,A1098516,LADOO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2018-04-01T00:00:00,6 YEARS,2024-07-13T00:00:00,DEAD,DISPO REQ,FIELD,,2024-11-18T00:00:00,DISPOSAL,,DEAD,ORANGE AVE / LOMITA AVE,CUPERTINO,2024-11-18T00:00:00
156,A1102881,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-08-17T00:00:00,MED R,STRAY,OTC,,2024-08-20T00:00:00,EUTH,,MED EMERG,BELLINGHAM DR/BECKET DR,SAN JOSE,2024-08-20T00:00:00
157,A1102935,WILLOW,DOG,GRAY,,PIT BULL,FEMALE,2015-09-29T00:00:00,9 YEARS,2024-09-09T00:00:00,BEH U,CONFISCATE,BITE,,2024-09-19T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-09-19T00:00:00
158,A1103336,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-17T00:00:00,MED R,STRAY,OTC,,2024-11-21T00:00:00,RTF,,FERAL,GOLF DR / BEDIVERE DR,SAN JOSE,2024-11-21T00:00:00
159,A1105262,POE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2018-05-21T00:00:00,7 YEARS,2024-07-12T00:00:00,HEALTHY,STRAY,OTC,,2024-07-18T00:00:00,RTO,,,SILVER OAK ST X SAN FELIPE RD,SAN JOSE,2025-03-12T00:00:00
160,A1105262,POE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2018-05-21T00:00:00,7 YEARS,2024-07-12T00:00:00,HEALTHY,STRAY,FOUND,,2024-07-13T00:00:00,LOST EXP,,HEALTHY,SILVER OAK ST X SAN FELIPE RD,SAN JOSE,2024-08-11T00:00:00
161,A1105262,POE,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2018-05-21T00:00:00,7 YEARS,2024-07-18T00:00:00,HEALTHY,OWNER SUR,OTC,,2024-08-11T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-11T00:00:00
162,A1105976,LUNA,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,2018-07-30T00:00:00,6 YEARS,2024-10-30T00:00:00,HEALTHY,STRAY,FOUND,,2024-12-04T00:00:00,FOUND ANIM,,HEALTHY,SENTER RD/ SINGLETON RD,SAN JOSE,2024-12-04T00:00:00
163,A1106556,MASON,CAT,FLAME PT,,SIAMESE,NEUTERED,2017-09-08T00:00:00,7 YEARS,2024-12-09T00:00:00,DEAD,DISPO REQ,OTC OWNED,,2024-12-09T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2025-01-06T00:00:00
164,A1106961,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2018-07-26T00:00:00,6 YEARS,2024-07-26T00:00:00,MED R,STRAY,OTC,,2024-08-04T00:00:00,RTF,,MED R,BRODIE DR X SINGLETON RD,SAN JOSE,2024-08-04T00:00:00
165,A1107266,LEIA,DOG,WHITE,,ALASK MALAMUTE,SPAYED,2018-05-05T00:00:00,7 YEARS,2024-11-07T00:00:00,MED SEV,EUTH REQ,OTC OWNED,,2024-11-08T00:00:00,RTO,,MED SEV,,SAN JOSE,2024-11-08T00:00:00
166,A1108336,CHUBBS,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31T00:00:00,PREGNANT,STRAY,FIELD,,2024-07-31T00:00:00,ADOPTION,,,,SAN JOSE,2024-07-31T00:00:00
167,A1109962,BELKA,DOG,CREAM,,SIBERIAN HUSKY,SPAYED,2014-07-02T00:00:00,10 YEARS,2024-07-13T00:00:00,MED R,STRAY,OTC,IP ADOPT,2024-07-14T00:00:00,RTO,,MED R,,SAN JOSE,2024-07-14T00:00:00
168,A1110887,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-12-03T00:00:00,DEAD,DISPO REQ,OTC,,2024-12-03T00:00:00,DISPOSAL,,DEAD,NB BLOSSOM HILL RD X 101,SAN JOSE,2024-12-03T00:00:00
169,A1111472,ROCKET,DOG,BLUE MERLE,,AUST CATTLE DOG,NEUTERED,2018-09-18T00:00:00,5 YEARS,2024-08-20T00:00:00,DEAD,DISPO REQ,FIELD OWN,,2024-08-26T00:00:00,DISPOSAL,,DEAD,,CAMPBELL,2024-08-26T00:00:00
170,A1113613,MASY,DOG,BLACK,WHITE,CHIHUAHUA LH,SPAYED,2018-04-11T00:00:00,7 YEARS,2024-10-01T00:00:00,HEALTHY,STRAY,FOUND,,2024-11-05T00:00:00,FOUND ANIM,,HEALTHY,CARTERWOOD PL / ROSLYN CT,SAN JOSE,2025-03-09T00:00:00
171,A1114338,BONNIE,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2016-01-16T00:00:00,8 YEARS,2024-07-19T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-19T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-07-19T00:00:00
172,A1114472,FRIDA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-11-21T00:00:00,HEALTHY,STRAY,OTC,,2024-11-22T00:00:00,RTO,,,VALLEJO DR/COLOMBO DR,SAN JOSE,2024-11-22T00:00:00
173,A1115180,WINTER,DOG,WHITE,GRAY,SIBERIAN HUSKY,NEUTERED,2015-01-30T00:00:00,10 YEARS,2024-10-05T00:00:00,MED R,FOSTER,,,2024-11-16T00:00:00,RESCUE,,BEH U,,SAN JOSE,2024-11-21T00:00:00
174,A1115180,WINTER,DOG,WHITE,GRAY,SIBERIAN HUSKY,NEUTERED,2015-01-30T00:00:00,10 YEARS,2024-08-16T00:00:00,MED R,STRAY,OTC,,2024-09-20T00:00:00,FOSTER,,HEALTHY,E HEDDING ST X MABURY RD,SAN JOSE,2024-09-20T00:00:00
175,A1118226,PHILLY,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2015-02-28T00:00:00,10 YEARS,2024-07-03T00:00:00,BEH U,CONFISCATE,ASO,,2024-07-23T00:00:00,RESCUE,,BEH U,,SAN JOSE,2024-08-26T00:00:00
176,A1118327,LOBO,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2018-08-16T00:00:00,6 YEARS,2024-12-13T00:00:00,HEALTHY,STRAY,OTC,,2024-12-13T00:00:00,RTO,,HEALTHY,EULALIE DR/BELLINGHAM DR,SAN JOSE,2024-12-13T00:00:00
177,A1120649,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-08-06T00:00:00,MED SEV,STRAY,OTC,,2024-08-06T00:00:00,EUTH,,MED SEV,PORT WAY X IVY GLEN DR,SAN JOSE,2024-08-06T00:00:00
178,A1120853,SAMMY,DOG,BLACK,TAN,YORKSHIRE TERR,NEUTERED,2011-03-11T00:00:00,13 YEARS,2024-07-16T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-16T00:00:00,DISPOSAL,,DEAD,CURTNER / MONTEREY,SAN JOSE,2024-07-16T00:00:00
179,A1120912,CHARLIE,DOG,WHITE,,PIT BULL,NEUTERED,2018-05-14T00:00:00,7 YEARS,2024-07-04T00:00:00,HEALTHY,FOSTER,,,2024-07-08T00:00:00,ADOPTION,,HEALTHY,RIVER OAKS/ N FIRST ST,SAN JOSE,2024-07-08T00:00:00
180,A1120912,CHARLIE,DOG,WHITE,,PIT BULL,NEUTERED,2018-05-14T00:00:00,7 YEARS,2024-07-09T00:00:00,MED M,OWNER SUR,FIELD,,2024-07-16T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-07-16T00:00:00
181,A1122568,OREO,DOG,BLACK,WHITE,SHIH TZU,MALE,2019-02-09T00:00:00,6 YEARS,2024-08-23T00:00:00,HEALTHY,STRAY,FIELD,,2024-08-25T00:00:00,RTO,,HEALTHY,OCALA X CAPITOL,SAN JOSE,2024-08-25T00:00:00
182,A1123238,BLACK BOY,DOG,BLACK,TAN,GERM SHEPHERD,MALE,,NO AGE,2024-07-10T00:00:00,DEAD,DISPO REQ,OTC,,2024-07-10T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-07-10T00:00:00
183,A1125831,,CAT,PT-CHOC,,DOMESTIC MH,SPAYED,,NO AGE,2024-08-22T00:00:00,MED R,STRAY,OTC,,2024-08-31T00:00:00,RTF,,MED R,N JACKSON AVE X MAMMOTH DR,SAN JOSE,2024-12-26T00:00:00
184,A1127258,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2011-09-13T00:00:00,13 YEARS,2024-09-06T00:00:00,MED R,STRAY,OTC,,2024-09-14T00:00:00,RTF,,HEALTHY,TOYON AVE/MCKEE RD,SAN JOSE,2024-09-14T00:00:00
185,A1127390,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-01T00:00:00,MED R,STRAY,OTC,,2024-08-06T00:00:00,RTF,,MED R,OAKBRIDGE DR X TOWERS LN,SAN JOSE,2024-08-06T00:00:00
186,A1128528,PEWEE,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,2013-05-11T00:00:00,12 YEARS,2024-08-11T00:00:00,HEALTHY,STRAY,OTC,,2024-08-12T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-08-12T00:00:00
187,A1129408,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-11-10T00:00:00,MED SEV,STRAY,OTC,,2024-11-15T00:00:00,EUTH,,MED SEV,PARK AVE / SONOMA ST,SAN JOSE,2024-11-15T00:00:00
188,A1134647,PIRATA,DOG,BLACK,WHITE,AUST SHEPHERD,MALE,2020-11-24T00:00:00,4 YEARS,2024-11-22T00:00:00,HEALTHY,STRAY,OTC,,2024-12-02T00:00:00,EUTH,,BEH U,MCLAUGHLIN AVE/STORY RD,SAN JOSE,2024-12-02T00:00:00
189,A1134903,LUNA,DOG,TAN,,BELG MALINOIS,FEMALE,2017-11-05T00:00:00,7 YEARS,2024-11-06T00:00:00,MED M,STRAY,FIELD,,2024-11-07T00:00:00,RTO,,HEALTHY,SKYWAY DR / MONTEREY HWY,,2024-11-07T00:00:00
